id_usuario,nombre,correo,telefono,ciudad,departamento,industria,proyecto_activo,seguidores,inversion_total,fecha_registro,nivel_riesgo,edad,genero,experiencia_anios,mentor,tiene_equipo,patente_registrada,premios_ganados,fuente_financiamiento,inversion_angel,inversion_vc,inversion_gobierno,ingresos_mensuales,gastos_mensuales,margen_bruto,clientes_activos,churn_rate,nps_score,tiempo_desarrollo_meses,tecnologia_principal,lenguaje_programacion,base_datos,cloud_provider,usuarios_diarios,sesiones_dia,tiempo_promedio_sesion_min,tasa_conversion,costo_adquisicion,valor_vida_cliente,retorno_inversion,burn_rate,runway_meses,valoracion_actual,ronda_actual,objetivo_ronda,equity_ofrecido,pitch_deck_url,video_pitch_url,estado_validacion
377,Andrés Angarita Rengifo,mejiafabio@example.com,(+57) 604 251 40 46,Bogotá,Cundinamarca,SaaS,True,1864,280166.33,2023-07-19,Medio,22,F,4,False,True,False,1,Angel,217294.26,549918.24,173760.23,163230.69,164921.83,56.17,2253,13.86,-49,12,Móvil,Go,MongoDB,Google Cloud,1998,8046,15.18,4.47,33.98,130.27,204.97,10833.44,6,37441383.35,Serie A,1059007.4,7.76,https://conecta-crece.com/pitch/377,https://youtube.com/watch?v=pitch377,Producto
378,Fanny García,fgomez@example.org,3243865793,Cali,Antioquia,Agrotech,True,7803,144994.37,2025-05-14,Medio,55,M,19,False,False,False,5,Angel,134802.92,481901.63,55123.11,238940.78,156725.48,21.23,1806,13.71,-66,4,Móvil,Go,Firebase,Google Cloud,4529,8370,19.61,2.6,141.16,3771.26,90.15,14389.29,36,39993120.73,Serie B,150482.83,19.18,https://conecta-crece.com/pitch/378,https://youtube.com/watch?v=pitch378,Idea
379,Andrés Luis Sarmiento,orjuelacarolina@example.net,(+57) 317 139 37 99,Cali,Valle del Cauca,IA,True,9158,245019.64,2024-11-04,Medio,55,M,21,False,True,True,0,VC,230547.94,538780.57,83945.23,171306.83,192822.89,23.12,2509,21.91,8,19,IA,Rust,PostgreSQL,DigitalOcean,4938,9280,17.36,1.89,241.21,2043.06,84.69,9351.33,24,17908344.61,Semilla,2685805.63,17.33,https://conecta-crece.com/pitch/379,https://youtube.com/watch?v=pitch379,Escalando
380,Ana Valentina Méndez,santiagocastro@example.net,603 629 83 85,Bogotá,Cundinamarca,Fintech,True,3839,957714.29,2023-05-10,Alto,48,M,7,False,False,True,0,Crowdfunding,132384.35,95004.87,147604.89,110016.76,39464.99,27.95,4812,12.87,-29,31,Móvil,Python,MongoDB,Google Cloud,983,1552,24.36,11.97,273.08,6328.16,368.5,9196.2,20,27099649.56,Pre-semilla,4634829.67,17.24,https://conecta-crece.com/pitch/380,https://youtube.com/watch?v=pitch380,MVP
381,Luis Torres López,lpinto@example.net,(+57) 325 302 59 81,Cali,Cundinamarca,Fintech,True,9481,796743.68,2025-04-19,Alto,39,M,14,False,False,False,4,Angel,8069.81,68257.83,125441.29,11659.34,110682.97,22.04,1285,7.79,-89,14,Móvil,JavaScript,PostgreSQL,Google Cloud,2426,7570,2.78,7.02,313.14,411.76,349.16,73785.88,26,31393815.25,Serie A,4181994.66,15.8,https://conecta-crece.com/pitch/381,https://youtube.com/watch?v=pitch381,Idea
382,Carolina Rojas,kortiz@example.org,304 792 01 77,Medellín,Atlántico,Agrotech,True,2857,834451.57,2023-06-13,Alto,45,M,18,True,False,True,0,Angel,63535.55,107617.79,21687.94,115399.31,325189.74,28.63,4261,21.7,73,36,IoT,Rust,MongoDB,DigitalOcean,1299,13598,29.92,8.23,287.97,9540.82,183.69,63040.13,31,14030851.87,Serie A,3051092.49,28.16,https://conecta-crece.com/pitch/382,https://youtube.com/watch?v=pitch382,Idea
383,Gloria Vargas,javier30@example.net,+57 307 392 13 49,Cali,Atlántico,IA,False,1541,200288.3,2024-04-29,Medio,29,Otro,5,True,True,True,4,Gobierno,118382.12,454758.7,142489.79,408535.47,21890.41,22.59,1898,24.17,-39,6,IoT,Rust,MySQL,Google Cloud,4425,9068,3.42,8.11,55.83,2685.29,251.9,83670.46,5,21443263.27,Semilla,741576.52,24.75,https://conecta-crece.com/pitch/383,https://youtube.com/watch?v=pitch383,Idea
384,Carolina Yolanda Molina,yanethvargas@example.net,(+57)3232566300,Cartagena,Atlántico,Fintech,False,9007,520365.29,2023-05-27,Alto,27,Otro,25,False,False,True,5,VC,297825.57,236377.04,6621.22,6753.28,11706.87,56.54,198,26.02,85,4,Web,Java,PostgreSQL,AWS,686,11291,6.52,14.32,58.15,7858.13,246.47,40296.25,4,35989347.85,Serie A,1598577.93,21.8,https://conecta-crece.com/pitch/384,https://youtube.com/watch?v=pitch384,Producto
385,Eduardo Carlos Escobar,igutierrez@example.net,01 8003 514 046,Cali,Antioquia,Fintech,True,9886,753766.69,2025-07-06,Alto,52,F,16,True,True,True,2,Crowdfunding,186496.49,29721.88,75889.05,21151.2,174328.22,11.84,4908,2.42,69,19,Móvil,Go,MongoDB,Azure,736,5942,21.99,4.49,83.48,3839.44,17.62,44232.38,20,25632960.33,Serie A,1879353.17,6.22,https://conecta-crece.com/pitch/385,https://youtube.com/watch?v=pitch385,Producto
386,Luz Álvarez Cardona,mauricio90@example.org,2581701,Cartagena,Atlántico,SaaS,True,9102,822470.32,2023-06-30,Alto,24,Otro,16,True,False,True,1,Gobierno,180630.76,429946.16,92004.73,178183.46,399497.42,64.07,4307,6.36,-84,6,IA,Python,MySQL,DigitalOcean,2081,13698,16.33,13.41,458.47,7411.21,93.88,74662.07,14,27419135.71,Serie B,2517313.76,28.27,https://conecta-crece.com/pitch/386,https://youtube.com/watch?v=pitch386,MVP
387,Ligia Ana Vargas,catherine01@example.net,01 8003 542 283,Medellín,Cundinamarca,Agrotech,False,4018,381197.48,2025-08-31,Medio,31,Otro,3,True,False,False,5,Angel,156517.04,451630.26,133395.79,154440.8,119596.62,11.45,3438,22.94,-67,26,IoT,Go,PostgreSQL,AWS,2546,12771,8.3,7.2,29.98,3962.82,470.0,65005.07,13,17798336.51,Serie A,3800407.13,26.66,https://conecta-crece.com/pitch/387,https://youtube.com/watch?v=pitch387,Idea
388,Fabián David Perdomo,ogonzalez@example.net,018000875892,Medellín,Valle del Cauca,Healthtech,True,4864,190656.14,2025-08-16,Medio,34,Otro,1,True,False,False,2,Gobierno,237628.13,604158.93,102596.03,480025.88,212517.69,74.14,184,23.39,87,9,IA,JavaScript,PostgreSQL,Azure,2726,11906,29.2,7.25,417.56,709.15,328.54,8566.39,6,49656988.71,Serie A,1232144.67,27.91,https://conecta-crece.com/pitch/388,https://youtube.com/watch?v=pitch388,MVP
389,Ángela Guerrero,ggutierrez@example.net,57 307 753 58 38,Cali,Antioquia,IA,False,9669,969883.24,2024-03-14,Alto,42,Otro,4,False,True,True,0,Bootstrapped,28372.47,419898.63,105242.28,360904.61,315119.33,48.11,4968,29.29,-39,8,Móvil,Go,PostgreSQL,Google Cloud,3327,10571,10.37,3.77,442.37,8562.65,347.85,95840.01,35,24883653.35,Serie A,4957538.68,7.38,https://conecta-crece.com/pitch/389,https://youtube.com/watch?v=pitch389,Escalando
390,Fabio Guevara,julianortiz@example.com,57 305 982 76 06,Bucaramanga,Cundinamarca,Fintech,True,3469,780018.78,2023-05-30,Alto,23,M,19,True,False,False,0,Crowdfunding,38372.1,418037.67,184865.3,122948.53,151414.62,43.06,4074,8.65,-28,10,Blockchain,Python,PostgreSQL,DigitalOcean,3023,10010,23.97,2.44,38.39,3181.16,-11.0,16701.5,36,32000494.95,Serie A,588837.88,12.31,https://conecta-crece.com/pitch/390,https://youtube.com/watch?v=pitch390,MVP
391,Leidy Triana,paola82@example.org,6093186986,Barranquilla,Valle del Cauca,IA,True,9660,400017.12,2025-10-06,Medio,30,F,7,True,True,True,4,Crowdfunding,151755.78,51451.09,90258.39,168260.44,167772.98,16.46,298,21.17,87,21,Móvil,Rust,Firebase,AWS,3015,10349,1.62,11.98,126.45,9362.36,185.77,96797.35,5,26015028.76,Pre-semilla,626737.6,8.22,https://conecta-crece.com/pitch/391,https://youtube.com/watch?v=pitch391,Idea
392,Mauricio Alfonso Bravo Ardila,alexanderorjuela@example.org,+57 304 765 73 56,Medellín,Cundinamarca,E-commerce,True,5969,939150.99,2023-12-05,Alto,46,F,20,True,True,False,1,Gobierno,21803.82,658216.47,42570.69,476440.56,307223.78,27.78,2789,11.32,10,35,IoT,JavaScript,Firebase,AWS,3986,10282,25.58,6.65,285.07,9033.94,291.65,98472.39,19,14591001.1,Pre-semilla,623351.41,12.6,https://conecta-crece.com/pitch/392,https://youtube.com/watch?v=pitch392,Idea
393,María Yesenia Gutiérrez Padilla,hgarcia@example.net,+573258805627,Barranquilla,Antioquia,Healthtech,False,3939,794842.31,2023-03-11,Alto,52,Otro,18,True,False,True,1,Angel,193540.67,430155.98,24827.43,52134.89,148728.68,58.38,147,18.56,-88,35,IA,Rust,MySQL,Azure,2350,9425,6.27,0.73,497.73,9919.75,270.59,20732.1,29,38354761.83,Serie B,4354420.96,21.42,https://conecta-crece.com/pitch/393,https://youtube.com/watch?v=pitch393,Escalando
394,Carlos Hernando Cortés,esthermena@example.net,338 35 68,Cartagena,Valle del Cauca,Edtech,False,9540,94206.41,2024-04-13,Bajo,46,Otro,19,True,True,False,4,Bootstrapped,88322.25,540609.65,177467.68,285171.29,317085.58,69.98,1434,26.83,-73,14,Móvil,Java,PostgreSQL,DigitalOcean,3321,9259,17.24,14.09,209.83,7026.81,494.51,49932.87,28,32047949.58,Serie B,3830768.5,29.31,https://conecta-crece.com/pitch/394,https://youtube.com/watch?v=pitch394,Idea
395,Ligia María Vargas Rivas,ocampoefren@example.net,+573195715898,Medellín,Antioquia,Healthtech,True,8569,643726.28,2024-07-03,Alto,36,F,22,False,True,True,5,Crowdfunding,227103.66,585179.87,196187.33,414178.79,358982.52,77.2,965,29.47,77,30,IA,Python,PostgreSQL,DigitalOcean,4847,12522,11.4,10.31,222.73,2733.78,380.98,41331.22,27,17301399.44,Pre-semilla,4621134.03,10.42,https://conecta-crece.com/pitch/395,https://youtube.com/watch?v=pitch395,Escalando
396,Jhonatan Manuel Hurtado,carmenmurillo@example.com,326 783 24 98,Bogotá,Antioquia,IA,True,8709,809698.43,2024-10-09,Alto,42,Otro,11,True,False,True,2,Gobierno,162440.43,168420.56,159256.71,156060.61,204005.28,53.82,332,25.78,-58,33,Móvil,Python,MySQL,DigitalOcean,4928,6420,27.31,6.14,499.24,1256.16,488.81,41782.81,15,3845331.31,Semilla,4080853.07,13.37,https://conecta-crece.com/pitch/396,https://youtube.com/watch?v=pitch396,Idea
397,Vanessa Vergara,gonzalezhernan@example.net,316 895 66 14,Bogotá,Atlántico,E-commerce,True,4625,52676.57,2023-03-12,Bajo,27,F,21,True,False,True,3,Gobierno,232096.3,604028.95,104361.54,436048.49,379809.95,54.95,1176,2.46,-6,17,IA,Java,MySQL,DigitalOcean,3619,7273,18.37,6.17,38.51,9435.02,436.99,73972.02,29,33602531.92,Semilla,1755524.89,18.89,https://conecta-crece.com/pitch/397,https://youtube.com/watch?v=pitch397,Idea
398,Valentina García,zardila@example.com,320 743 46 25,Barranquilla,Atlántico,Agrotech,True,2687,747133.7,2024-07-21,Alto,26,F,1,False,False,True,1,Angel,60799.93,162479.17,187448.34,477142.43,126228.7,60.04,1402,6.88,2,9,Blockchain,Rust,MySQL,DigitalOcean,97,3377,25.64,13.54,90.49,1106.4,281.61,5044.12,10,11021666.4,Serie B,1227966.26,17.83,https://conecta-crece.com/pitch/398,https://youtube.com/watch?v=pitch398,Producto
399,Alfredo Rubén Ruiz,gabrielaavila@example.net,573024261361,Barranquilla,Valle del Cauca,Agrotech,True,3169,136694.49,2023-08-10,Medio,35,F,3,False,False,False,4,Bootstrapped,217795.99,118085.51,115761.3,24845.03,345757.83,30.58,352,29.22,-76,30,IA,Java,MySQL,Google Cloud,3710,3376,20.78,12.56,205.2,5388.4,460.23,90979.07,34,33397090.19,Semilla,4580094.12,6.88,https://conecta-crece.com/pitch/399,https://youtube.com/watch?v=pitch399,MVP
400,Alberto Javier Suárez Herrera,hugo41@example.org,318 928 13 45,Barranquilla,Antioquia,Fintech,True,4327,640867.15,2023-09-09,Alto,55,F,6,False,False,False,1,Gobierno,259975.06,162140.16,164508.82,122271.67,46702.2,46.07,4452,20.76,-19,29,Web,Java,PostgreSQL,DigitalOcean,197,8094,23.78,9.03,362.4,4344.02,324.41,99474.43,32,23968230.48,Pre-semilla,2043163.74,28.45,https://conecta-crece.com/pitch/400,https://youtube.com/watch?v=pitch400,MVP
401,Deyanira Maldonado Espinosa,mariagamboa@example.net,+573245179145,Cartagena,Antioquia,IA,True,6031,900810.95,2023-06-28,Alto,22,F,18,True,True,True,1,Angel,188752.48,229523.42,31843.43,496083.25,271755.85,56.17,121,23.54,38,31,Web,Java,Firebase,Google Cloud,606,8586,19.89,14.09,45.65,5749.12,130.07,42803.39,32,37772654.45,Pre-semilla,2809755.75,18.36,https://conecta-crece.com/pitch/401,https://youtube.com/watch?v=pitch401,Producto
402,Gloria Patricia Sierra Delgado,valenciadaniela@example.net,3215819906,Cartagena,Valle del Cauca,IA,True,2644,239043.09,2023-07-12,Medio,30,M,11,True,True,False,5,Crowdfunding,215025.32,175539.91,193813.12,324536.96,119816.4,52.39,4994,15.85,61,7,Web,Java,MongoDB,DigitalOcean,4480,8335,14.28,12.25,457.33,6983.28,192.77,38909.1,14,11840518.05,Serie B,2265516.89,16.94,https://conecta-crece.com/pitch/402,https://youtube.com/watch?v=pitch402,MVP
403,Yaneth Garzón,alejandroospina@example.org,573152357863,Cartagena,Atlántico,Healthtech,False,1327,31086.8,2025-09-26,Bajo,26,Otro,21,False,False,False,3,Crowdfunding,44975.12,436548.87,183063.66,253396.94,287641.07,20.77,1060,10.28,47,15,Blockchain,Python,MongoDB,AWS,3275,10563,6.4,9.57,126.37,613.53,98.13,7840.29,26,37802800.7,Serie B,1935649.0,20.49,https://conecta-crece.com/pitch/403,https://youtube.com/watch?v=pitch403,Escalando
404,Teresa Ligia Rojas,jessica99@example.com,(+57) 602 869 83 74,Bogotá,Cundinamarca,Edtech,False,8926,571347.52,2025-06-18,Alto,33,Otro,11,False,False,False,1,Crowdfunding,117952.01,415516.44,39221.45,177156.94,326238.45,30.59,2020,19.38,-66,20,Blockchain,JavaScript,PostgreSQL,AWS,2796,6653,5.77,1.65,343.46,3346.02,243.17,37099.35,33,8977139.03,Serie A,1975928.83,29.22,https://conecta-crece.com/pitch/404,https://youtube.com/watch?v=pitch404,MVP
405,Constanza Ramírez López,luz07@example.net,+573240223202,Cartagena,Antioquia,IA,True,5675,406633.15,2024-07-28,Medio,55,Otro,22,False,True,True,4,Bootstrapped,167980.06,273853.52,73160.84,475862.55,196261.14,28.4,3164,28.54,43,23,Web,Rust,MongoDB,DigitalOcean,2363,13534,8.59,0.61,160.24,6269.48,432.76,89917.38,7,46323299.23,Pre-semilla,4573707.96,19.98,https://conecta-crece.com/pitch/405,https://youtube.com/watch?v=pitch405,MVP
406,Jorge Román Rodríguez Martínez,rsandoval@example.com,018008342689,Cartagena,Valle del Cauca,E-commerce,True,4459,51655.39,2024-06-01,Bajo,24,M,12,True,False,False,0,VC,88095.0,75265.84,165519.87,101946.3,87265.07,22.15,1756,24.71,21,36,Web,JavaScript,Firebase,DigitalOcean,2609,770,1.47,9.5,476.84,1581.9,425.34,81226.34,21,47524300.86,Pre-semilla,224201.34,13.85,https://conecta-crece.com/pitch/406,https://youtube.com/watch?v=pitch406,Escalando
407,Graciela Mejía,cecilia51@example.com,57 318 294 84 95,Cartagena,Cundinamarca,SaaS,False,9249,386017.73,2023-06-24,Medio,25,Otro,24,True,False,True,2,VC,38932.77,591291.53,105356.62,428370.24,139847.85,21.4,1121,28.12,42,30,Blockchain,Python,MongoDB,DigitalOcean,3694,8849,13.82,4.83,92.12,4977.85,135.84,37042.11,20,27113338.08,Serie A,3677794.62,15.55,https://conecta-crece.com/pitch/407,https://youtube.com/watch?v=pitch407,Producto
408,María Tatiana Sandoval,katherine78@example.org,+57 317 302 62 33,Cali,Valle del Cauca,Edtech,True,5039,797619.44,2022-11-06,Alto,29,M,23,False,False,True,1,Bootstrapped,264747.0,30012.45,160324.3,186879.3,92445.7,55.31,1901,3.11,-40,11,Web,Java,MongoDB,AWS,1716,111,10.4,7.47,265.68,6370.84,184.13,75124.74,9,14267083.03,Serie A,4263054.51,18.12,https://conecta-crece.com/pitch/408,https://youtube.com/watch?v=pitch408,Escalando
409,Martín Ardila Osorio,marcela92@example.com,+576067042628,Cartagena,Atlántico,Edtech,False,3688,388896.52,2024-03-30,Medio,49,F,21,False,False,False,1,Bootstrapped,38920.97,592174.28,196957.99,352138.47,367761.05,30.15,570,16.25,-56,9,Móvil,JavaScript,MySQL,Google Cloud,1649,9958,5.15,12.7,13.47,3118.21,0.93,40829.85,3,44285558.44,Semilla,2106071.6,17.24,https://conecta-crece.com/pitch/409,https://youtube.com/watch?v=pitch409,MVP
410,César Quintero Suárez,magdalenagomez@example.com,+573284993073,Barranquilla,Valle del Cauca,Fintech,True,7777,718956.86,2024-10-02,Alto,47,Otro,23,True,False,True,1,VC,144023.87,224594.2,149365.32,182230.51,251391.62,43.87,3104,5.49,46,5,IA,JavaScript,MySQL,DigitalOcean,3142,14759,20.07,4.0,60.1,625.65,427.97,73237.46,10,32306473.04,Semilla,363443.59,22.19,https://conecta-crece.com/pitch/410,https://youtube.com/watch?v=pitch410,MVP
411,Óscar Orjuela Barragán,gromero@example.net,(+57)3196504071,Bucaramanga,Antioquia,E-commerce,True,529,445683.82,2025-02-20,Medio,42,M,6,True,True,False,1,Bootstrapped,219841.54,559582.07,131449.42,293003.19,256430.72,26.54,4510,5.17,-58,23,IA,JavaScript,PostgreSQL,Azure,4564,5067,8.74,2.27,365.15,4683.97,359.01,51844.67,13,40431267.43,Serie A,1273319.75,5.49,https://conecta-crece.com/pitch/411,https://youtube.com/watch?v=pitch411,Producto
412,Jair Zapata Suárez,fajardomartha@example.net,57 609 304 74 42,Cali,Atlántico,E-commerce,True,3006,264732.74,2025-10-02,Medio,50,Otro,19,False,True,True,4,Angel,132042.51,113462.7,66221.95,333693.54,238681.6,63.18,4077,21.84,-46,34,IA,JavaScript,PostgreSQL,Google Cloud,1232,480,24.56,11.41,58.29,7953.01,168.42,80105.65,6,27444175.83,Semilla,236402.7,6.11,https://conecta-crece.com/pitch/412,https://youtube.com/watch?v=pitch412,Escalando
413,Ruby Rosa Betancur,hugo84@example.org,57 312 584 65 43,Bucaramanga,Atlántico,E-commerce,False,5773,608547.07,2023-10-18,Alto,35,Otro,24,False,False,True,1,Crowdfunding,118303.73,42616.71,167570.89,375552.81,399020.24,63.8,1654,1.5,-23,18,Blockchain,Python,MongoDB,AWS,3780,1108,11.06,13.14,477.51,8732.87,263.78,93211.05,8,1239744.95,Semilla,3232412.76,9.19,https://conecta-crece.com/pitch/413,https://youtube.com/watch?v=pitch413,Producto
414,Jesús Acosta,eider60@example.org,9553057,Bogotá,Valle del Cauca,Edtech,False,4591,665688.32,2023-01-25,Alto,54,M,2,True,True,False,3,Bootstrapped,63125.13,415439.47,18585.85,483739.89,58757.47,13.39,1236,22.22,-71,16,Móvil,Python,Firebase,DigitalOcean,3832,12351,20.15,1.28,306.86,7485.61,-0.92,15707.41,28,5314826.07,Semilla,257163.04,20.44,https://conecta-crece.com/pitch/414,https://youtube.com/watch?v=pitch414,Idea
415,Arturo Sánchez,carvajaljulian@example.net,573172079521,Bucaramanga,Valle del Cauca,SaaS,False,4124,449258.55,2023-10-18,Medio,34,Otro,24,True,True,False,4,Angel,129434.57,236119.23,107229.69,330508.27,182573.03,71.38,2469,23.52,-74,12,IA,JavaScript,MySQL,AWS,2340,392,23.91,10.4,316.42,1492.05,135.44,5830.51,23,49100993.69,Semilla,3001800.14,14.39,https://conecta-crece.com/pitch/415,https://youtube.com/watch?v=pitch415,Idea
416,Isabel Muñoz González,luzavila@example.com,57 601 451 91 42,Cartagena,Antioquia,SaaS,False,5783,840791.43,2023-08-09,Alto,46,M,24,True,True,False,1,Crowdfunding,148967.42,11961.98,19433.61,484473.87,48165.21,29.28,3472,28.12,40,23,IoT,Java,Firebase,Azure,1077,3493,25.54,4.26,46.73,7452.19,35.89,18380.35,33,46516242.93,Serie B,659408.62,20.36,https://conecta-crece.com/pitch/416,https://youtube.com/watch?v=pitch416,Escalando
417,Graciela Gómez,joaquincorrea@example.org,(+57)3090100163,Barranquilla,Valle del Cauca,Fintech,True,9865,234652.76,2023-05-21,Medio,25,F,24,True,False,False,4,Bootstrapped,123702.34,90991.32,172002.18,265992.55,378104.85,17.49,2616,8.57,-60,3,Móvil,Java,MySQL,Google Cloud,490,2062,1.49,5.77,453.5,9570.23,260.44,77999.19,31,18491448.34,Serie A,3133386.73,14.27,https://conecta-crece.com/pitch/417,https://youtube.com/watch?v=pitch417,Producto
418,Ángel Jorge Carmona Palacios,kmanrique@example.com,604 379 02 47,Barranquilla,Antioquia,Edtech,False,7907,375109.95,2024-05-21,Medio,28,M,9,False,False,True,0,Bootstrapped,166482.42,538409.81,159451.81,257577.33,16261.17,11.87,3379,17.06,-75,31,Blockchain,Java,MySQL,DigitalOcean,1336,6963,15.97,8.39,263.26,8142.13,318.61,47537.31,12,29678094.04,Pre-semilla,4872295.78,22.61,https://conecta-crece.com/pitch/418,https://youtube.com/watch?v=pitch418,Escalando
419,Ángel Ramón Bustos Zapata,maria87@example.com,573266113972,Cartagena,Cundinamarca,Agrotech,False,1715,89012.81,2024-04-06,Bajo,37,M,15,True,False,True,0,VC,108336.34,371485.89,55109.56,150818.05,320569.84,22.25,1610,1.72,44,30,Móvil,Java,MongoDB,DigitalOcean,3499,11544,13.46,4.18,24.55,1292.91,-46.99,23901.66,15,30387438.29,Semilla,4121797.96,27.99,https://conecta-crece.com/pitch/419,https://youtube.com/watch?v=pitch419,Escalando
420,Jairo Julián Zapata,marcela78@example.org,(+57) 329 205 39 63,Barranquilla,Atlántico,Agrotech,True,1343,922359.41,2024-03-22,Alto,44,Otro,3,True,True,False,0,Bootstrapped,17274.27,186203.07,82960.8,50983.42,386060.31,53.88,204,22.9,-71,6,Blockchain,Rust,Firebase,DigitalOcean,1028,14993,8.32,0.78,331.0,5897.09,249.13,94440.28,7,41045317.48,Serie A,2892135.82,12.88,https://conecta-crece.com/pitch/420,https://youtube.com/watch?v=pitch420,Idea
421,Carolina Jiménez,camilo35@example.net,+576048688111,Medellín,Cundinamarca,Healthtech,True,9710,320082.58,2023-12-03,Medio,41,Otro,20,False,False,False,5,Angel,194408.07,139064.65,118063.43,342892.7,325615.19,36.76,4559,22.75,-74,29,Blockchain,Python,PostgreSQL,Google Cloud,3982,4716,28.62,7.53,289.8,2557.59,407.0,77408.54,30,9232465.13,Serie A,2935176.5,27.8,https://conecta-crece.com/pitch/421,https://youtube.com/watch?v=pitch421,Escalando
422,Andrés Arias,oscar58@example.net,3199725474,Bogotá,Valle del Cauca,Edtech,False,2336,807978.34,2024-10-10,Alto,23,M,15,True,False,True,0,Bootstrapped,123222.58,588719.21,132151.19,329972.66,252625.19,56.23,2125,3.76,39,8,Móvil,Java,Firebase,Google Cloud,927,1388,29.3,14.46,368.17,5421.27,294.28,96635.31,35,1623735.72,Pre-semilla,4854015.62,28.2,https://conecta-crece.com/pitch/422,https://youtube.com/watch?v=pitch422,Producto
423,Irene Sandra Contreras,felipeherrera@example.com,57 311 060 28 57,Medellín,Antioquia,IA,True,7443,307593.51,2022-12-19,Medio,44,Otro,17,True,False,False,3,Bootstrapped,161729.93,43200.14,5138.59,270507.39,167980.0,32.41,767,25.04,-54,15,Blockchain,Rust,MySQL,Azure,4889,6626,3.65,9.9,51.18,1662.53,440.04,69062.34,20,39594018.02,Serie B,2820460.11,17.62,https://conecta-crece.com/pitch/423,https://youtube.com/watch?v=pitch423,Escalando
424,Francisco Esteban Vásquez Silva,libardo47@example.org,57 321 687 00 40,Barranquilla,Atlántico,SaaS,True,4426,727574.42,2025-10-25,Alto,24,Otro,12,True,True,False,0,Crowdfunding,127056.84,248227.03,8804.24,449893.91,257216.86,22.39,2327,20.55,76,17,IA,Go,MongoDB,AWS,3780,9539,24.14,12.17,338.31,4041.77,111.07,9290.92,29,35130350.46,Serie A,4183678.69,14.41,https://conecta-crece.com/pitch/424,https://youtube.com/watch?v=pitch424,MVP
425,Santiago Álvarez,kcampo@example.com,(+57) 328 051 35 21,Cartagena,Atlántico,Fintech,False,7472,721753.16,2023-01-04,Alto,54,F,5,True,False,True,1,Crowdfunding,101405.37,270154.65,31961.45,466775.38,232334.96,27.02,3331,8.98,39,11,Web,Rust,PostgreSQL,Azure,4389,6575,16.45,7.78,310.9,8815.31,25.6,29560.5,33,7651800.95,Serie B,3029615.18,6.7,https://conecta-crece.com/pitch/425,https://youtube.com/watch?v=pitch425,Idea
426,Emilse Carolina Rodríguez,orozcojavier@example.org,57 609 968 80 29,Bogotá,Cundinamarca,Healthtech,True,3563,625122.87,2023-03-05,Alto,29,Otro,25,True,False,True,1,Gobierno,32388.14,149340.66,143942.89,447326.79,137218.22,78.67,358,27.63,-18,35,Web,Go,MongoDB,AWS,1366,5923,27.29,4.54,158.02,1531.98,18.51,14249.34,23,32549258.97,Semilla,3500222.02,11.84,https://conecta-crece.com/pitch/426,https://youtube.com/watch?v=pitch426,Escalando
427,Iván Álvarez,eduardo54@example.com,+57 314 695 08 69,Bogotá,Atlántico,IA,False,1120,405054.42,2025-07-15,Medio,55,M,23,False,True,True,3,Gobierno,249998.38,101822.13,54299.72,221982.63,165948.83,69.35,856,23.83,-17,14,Blockchain,Go,MongoDB,DigitalOcean,4420,10135,24.34,4.11,487.88,4018.69,290.2,46832.93,35,19120004.59,Serie A,3459011.25,26.67,https://conecta-crece.com/pitch/427,https://youtube.com/watch?v=pitch427,Producto
428,Inés Moreno Ortiz,villamilestella@example.org,(+57) 301 476 24 67,Cali,Valle del Cauca,IA,True,1862,343583.57,2023-10-04,Medio,29,Otro,5,True,True,False,2,Angel,209097.27,267042.94,138953.33,176279.26,28897.16,15.5,506,7.59,52,28,Móvil,Go,MongoDB,Google Cloud,3375,11642,19.78,1.95,293.84,3343.77,279.72,41003.38,3,2552671.14,Serie A,4044618.12,12.47,https://conecta-crece.com/pitch/428,https://youtube.com/watch?v=pitch428,Producto
429,Juan Ramiro Gómez Camargo,martinezgloria@example.org,573202585472,Cali,Atlántico,Agrotech,False,9171,183032.9,2023-02-26,Medio,49,F,16,False,True,False,3,VC,48548.78,574133.96,186278.58,158059.05,346179.21,44.3,3629,10.86,-93,31,IA,Java,PostgreSQL,Google Cloud,4158,13213,18.65,6.66,128.83,7844.08,91.95,43421.47,27,39185627.44,Semilla,3863602.29,13.41,https://conecta-crece.com/pitch/429,https://youtube.com/watch?v=pitch429,Producto
430,Kevin Restrepo,vilmagutierrez@example.net,573296264505,Barranquilla,Valle del Cauca,E-commerce,False,3800,58921.44,2025-09-18,Bajo,25,M,23,False,True,True,0,Angel,45646.75,126730.77,152407.31,226511.25,385762.12,43.49,3882,10.01,-66,23,IoT,Python,Firebase,AWS,859,1315,6.13,10.78,58.96,3787.84,484.83,52819.25,19,26717104.16,Serie B,4967198.86,5.15,https://conecta-crece.com/pitch/430,https://youtube.com/watch?v=pitch430,Idea
431,Víctor Carlos Salcedo Pinto,mercadoalejandra@example.com,+57 314 114 51 45,Cartagena,Atlántico,Agrotech,False,9205,112806.11,2023-10-21,Medio,30,M,3,True,False,False,0,VC,133834.61,695951.22,81709.74,132297.99,66312.69,66.84,623,5.27,-72,13,Web,JavaScript,MongoDB,Google Cloud,3931,5625,7.61,5.51,298.48,3920.11,363.91,9568.9,25,48687775.39,Semilla,1874054.13,11.62,https://conecta-crece.com/pitch/431,https://youtube.com/watch?v=pitch431,MVP
